model,line,line_name,planning_year,case,unit,value,end_value,start_region,dest_region,km,end_cap,start_cap,cap
SWITCH,,NWPP_to_SPPN,2030,full-base-200-tx-50,MW,1151174.0,,NWPP,SPPN,2877.9361274282305,,,400.0
SWITCH,,MISW_to_NWPP,2030,full-base-200-tx-50,MW,5359124.0,,MISW,NWPP,14040.700523946523,,,381.68494
SWITCH,,RMRG_to_SPPN,2030,full-base-200-tx-50,MW,312229.0,,RMRG,SPPN,780.5713741841813,,,400.0
SWITCH,,RMRG_to_SPPC,2030,full-base-200-tx-50,MW,374651.0,,RMRG,SPPC,936.6269837220768,,,400.0
SWITCH,,SRSG_to_TRE,2030,full-base-200-tx-50,MW,676895.0,,SRSG,TRE,1692.23667175099,,,400.0
SWITCH,,MISC_to_PJMC,2035,full-base-200-tx-50,MW,0.0,,MISC,PJMC,626.2046711986147,,,0.0
SWITCH,,PJMC_to_PJMW,2035,full-base-200-tx-50,MW,237627.0,,PJMC,PJMW,484.9526117173539,,,490.0
SWITCH,,MISW_to_PJMC,2035,full-base-200-tx-50,MW,582041.0,,MISW,PJMC,577.3769837220765,,,1008.0771999999996
SWITCH,,NYUP_to_PJME,2035,full-base-200-tx-50,MW,198835.0,,NYUP,PJME,316.61636032760543,,,628.0
SWITCH,,PJME_to_PJMW,2035,full-base-200-tx-50,MW,937961.0,,PJME,PJMW,482.9870637110515,,,1942.0
SWITCH,,NYCW_to_PJME,2035,full-base-200-tx-50,MW,32408.0,,NYCW,PJME,81.02077938846139,,,400.0
SWITCH,,PJMD_to_PJME,2035,full-base-200-tx-50,MW,83559.0,,PJMD,PJME,139.26433395480618,,,600.0
SWITCH,,MISC_to_MISE,2035,full-base-200-tx-50,MW,397354.0,,MISC,MISE,993.3851724175372,,,400.0
SWITCH,,PJMW_to_MISE,2035,full-base-200-tx-50,MW,0.0,,PJMW,MISE,672.2944948093907,,,0.0
SWITCH,,MISE_to_MISW,2035,full-base-200-tx-50,MW,535236.0,,MISE,MISW,1338.0895372438338,,,400.0
SWITCH,,ISNE_to_NYUP,2035,full-base-200-tx-50,MW,295689.0,,ISNE,NYUP,422.4133412443229,,,700.0
SWITCH,,ISNE_to_NYCW,2035,full-base-200-tx-50,MW,83505.0,,ISNE,NYCW,208.76319678780865,,,400.0
SWITCH,,MISC_to_SPPC,2035,full-base-200-tx-50,MW,497694.0,,MISC,SPPC,696.0754685319118,,,715.0
SWITCH,,MISC_to_PJMW,2035,full-base-200-tx-50,MW,0.0,,MISC,PJMW,636.7767278564246,,,0.0
SWITCH,,MISC_to_SRCE,2035,full-base-200-tx-50,MW,0.0,,MISC,SRCE,807.5788459671032,,,0.0
SWITCH,,MISC_to_SPPS,2035,full-base-200-tx-50,MW,682280.0,,MISC,SPPS,1164.3004320004338,,,586.0
SWITCH,,MISS_to_MISC,2035,full-base-200-tx-50,MW,0.0,,MISS,MISC,1432.2313664952487,,,0.0
SWITCH,,MISC_to_SPPN,2035,full-base-200-tx-50,MW,367689.0,,MISC,SPPN,919.2234841721058,,,400.0
SWITCH,,MISW_to_MISC,2035,full-base-200-tx-50,MW,0.0,,MISW,MISC,1370.4981771620598,,,0.0
SWITCH,,BASN_to_CANO,2035,full-base-200-tx-50,MW,0.0,,BASN,CANO,1613.3847128003597,,,0.0
SWITCH,,CANO_to_CASO,2035,full-base-200-tx-50,MW,0.0,,CANO,CASO,678.496525078502,,,0.0
SWITCH,,CANO_to_NWPP,2035,full-base-200-tx-50,MW,0.0,,CANO,NWPP,1302.6110658309303,,,0.0
SWITCH,,TREW_to_TRE,2035,full-base-200-tx-50,MW,0.0,,TREW,TRE,694.9819646586291,,,0.0
SWITCH,,SPPS_to_TREW,2035,full-base-200-tx-50,MW,237836.0,,SPPS,TREW,594.5912331781975,,,400.0
SWITCH,,SPPC_to_SPPS,2035,full-base-200-tx-50,MW,314083.0,,SPPC,SPPS,455.0277413171593,,,690.2496600000004
SWITCH,,MISS_to_SPPC,2035,full-base-200-tx-50,MW,505724.0,,MISS,SPPC,1264.309793619994,,,400.0
SWITCH,,SPPC_to_SPPN,2035,full-base-200-tx-50,MW,187014.0,,SPPC,SPPN,261.19343417595013,,,716.0
SWITCH,,MISW_to_SPPC,2035,full-base-200-tx-50,MW,0.0,,MISW,SPPC,1195.0293103479462,,,0.0001
SWITCH,,FRCC_to_SRSE,2035,full-base-200-tx-50,MW,0.0,,FRCC,SRSE,930.705776696937,,,0.0
SWITCH,,SPPS_to_TRE,2035,full-base-200-tx-50,MW,200522.0,,SPPS,TRE,501.3042951289656,,,400.0
SWITCH,,PJMW_to_SRCA,2035,full-base-200-tx-50,MW,0.0,,PJMW,SRCA,900.2912298442393,,,0.0
SWITCH,,SRCA_to_SRCE,2035,full-base-200-tx-50,MW,0.0,,SRCA,SRCE,1047.313910703395,,,0.0
SWITCH,,PJMD_to_SRCA,2035,full-base-200-tx-50,MW,262627.0,,PJMD,SRCA,525.2547915890101,,,500.0
SWITCH,,SRSE_to_SRCA,2035,full-base-200-tx-50,MW,0.0,,SRSE,SRCA,750.9564568673488,,,0.0
SWITCH,,NYCW_to_NYUP,2035,full-base-200-tx-50,MW,396876.0,,NYCW,NYUP,319.03239545042265,,,1244.0
SWITCH,,PJMW_to_SRCE,2035,full-base-200-tx-50,MW,0.0,,PJMW,SRCE,542.940224506259,,,0.0
SWITCH,,PJMD_to_PJMW,2035,full-base-200-tx-50,MW,564381.0,,PJMD,PJMW,493.7545177764829,,,1143.0400600000005
SWITCH,,BASN_to_RMRG,2035,full-base-200-tx-50,MW,275377.0,,BASN,RMRG,1478.968739910536,,,186.1950099999999
SWITCH,,BASN_to_CASO,2035,full-base-200-tx-50,MW,0.0,,BASN,CASO,1052.8154002870249,,,0.0
SWITCH,,NWPP_to_BASN,2035,full-base-200-tx-50,MW,0.0,,NWPP,BASN,2143.6820330805017,,,0.0
SWITCH,,SRSG_to_BASN,2035,full-base-200-tx-50,MW,0.0,,SRSG,BASN,1196.8856954277987,,,0.0
SWITCH,,MISS_to_SRCE,2035,full-base-200-tx-50,MW,0.0,,MISS,SRCE,910.5740119711644,,,0.0
SWITCH,,SRCE_to_SRSE,2035,full-base-200-tx-50,MW,164372.0,,SRCE,SRSE,808.9930595294763,,,203.18060000000017
SWITCH,,MISS_to_SPPS,2035,full-base-200-tx-50,MW,918757.0,,MISS,SPPS,1083.4402589451677,,,848.0
SWITCH,,SPPS_to_SRSG,2035,full-base-200-tx-50,MW,772979.0,,SPPS,SRSG,1530.6511537017682,,,505.0
SWITCH,,SPPN_to_SPPS,2035,full-base-200-tx-50,MW,271770.0,,SPPN,SPPS,679.4249275747745,,,400.0
SWITCH,,NWPP_to_RMRG,2035,full-base-200-tx-50,MW,102557.0,,NWPP,RMRG,256.39318164425606,,,400.0
SWITCH,,RMRG_to_SRSG,2035,full-base-200-tx-50,MW,580776.0,,RMRG,SRSG,1451.9389962866967,,,400.0
SWITCH,,MISS_to_SRSE,2035,full-base-200-tx-50,MW,0.0,,MISS,SRSE,825.7437764420143,,,0.0
SWITCH,,CASO_to_NWPP,2035,full-base-200-tx-50,MW,423458.0,,CASO,NWPP,1859.1210098249192,,,227.7732500000002
SWITCH,,CASO_to_SRSG,2035,full-base-200-tx-50,MW,500762.0,,CASO,SRSG,670.4280089248628,,,746.9282999999996
SWITCH,,MISW_to_SPPN,2035,full-base-200-tx-50,MW,0.0,,MISW,SPPN,1014.1486283848258,,,0.0
SWITCH,,NWPP_to_SPPN,2035,full-base-200-tx-50,MW,1151174.0,,NWPP,SPPN,2877.9361274282305,,,400.0
SWITCH,,MISW_to_NWPP,2035,full-base-200-tx-50,MW,5616280.0,,MISW,NWPP,14040.700523946523,,,399.99999
SWITCH,,RMRG_to_SPPN,2035,full-base-200-tx-50,MW,312229.0,,RMRG,SPPN,780.5713741841813,,,400.0
SWITCH,,RMRG_to_SPPC,2035,full-base-200-tx-50,MW,374651.0,,RMRG,SPPC,936.6269837220768,,,400.0
SWITCH,,SRSG_to_TRE,2035,full-base-200-tx-50,MW,676895.0,,SRSG,TRE,1692.23667175099,,,400.0
SWITCH,,MISC_to_PJMC,2040,full-base-200-tx-50,MW,0.0,,MISC,PJMC,626.2046711986147,,,0.0
SWITCH,,PJMC_to_PJMW,2040,full-base-200-tx-50,MW,237627.0,,PJMC,PJMW,484.9526117173539,,,490.0
SWITCH,,MISW_to_PJMC,2040,full-base-200-tx-50,MW,87141.0,,MISW,PJMC,577.3769837220765,,,150.92532000000028
SWITCH,,NYUP_to_PJME,2040,full-base-200-tx-50,MW,198835.0,,NYUP,PJME,316.61636032760543,,,628.0
SWITCH,,PJME_to_PJMW,2040,full-base-200-tx-50,MW,937961.0,,PJME,PJMW,482.9870637110515,,,1942.0
SWITCH,,NYCW_to_PJME,2040,full-base-200-tx-50,MW,32408.0,,NYCW,PJME,81.02077938846139,,,400.0
SWITCH,,PJMD_to_PJME,2040,full-base-200-tx-50,MW,83559.0,,PJMD,PJME,139.26433395480618,,,600.0
SWITCH,,MISC_to_MISE,2040,full-base-200-tx-50,MW,397354.0,,MISC,MISE,993.3851724175372,,,400.0
SWITCH,,PJMW_to_MISE,2040,full-base-200-tx-50,MW,0.0,,PJMW,MISE,672.2944948093907,,,0.0
SWITCH,,MISE_to_MISW,2040,full-base-200-tx-50,MW,535236.0,,MISE,MISW,1338.0895372438338,,,400.0
SWITCH,,ISNE_to_NYUP,2040,full-base-200-tx-50,MW,295689.0,,ISNE,NYUP,422.4133412443229,,,700.0
SWITCH,,ISNE_to_NYCW,2040,full-base-200-tx-50,MW,83505.0,,ISNE,NYCW,208.76319678780865,,,400.0
SWITCH,,MISC_to_SPPC,2040,full-base-200-tx-50,MW,497694.0,,MISC,SPPC,696.0754685319118,,,715.0
SWITCH,,MISC_to_PJMW,2040,full-base-200-tx-50,MW,0.0,,MISC,PJMW,636.7767278564246,,,0.0
SWITCH,,MISC_to_SRCE,2040,full-base-200-tx-50,MW,0.0,,MISC,SRCE,807.5788459671032,,,0.0
SWITCH,,MISC_to_SPPS,2040,full-base-200-tx-50,MW,682280.0,,MISC,SPPS,1164.3004320004338,,,585.9999899999998
SWITCH,,MISS_to_MISC,2040,full-base-200-tx-50,MW,0.0,,MISS,MISC,1432.2313664952487,,,0.0
SWITCH,,MISC_to_SPPN,2040,full-base-200-tx-50,MW,367689.0,,MISC,SPPN,919.2234841721058,,,400.0
SWITCH,,MISW_to_MISC,2040,full-base-200-tx-50,MW,0.0,,MISW,MISC,1370.4981771620598,,,0.0
SWITCH,,BASN_to_CANO,2040,full-base-200-tx-50,MW,0.0,,BASN,CANO,1613.3847128003597,,,0.0
SWITCH,,CANO_to_CASO,2040,full-base-200-tx-50,MW,0.0,,CANO,CASO,678.496525078502,,,0.0
SWITCH,,CANO_to_NWPP,2040,full-base-200-tx-50,MW,0.0,,CANO,NWPP,1302.6110658309303,,,0.0
SWITCH,,TREW_to_TRE,2040,full-base-200-tx-50,MW,0.0,,TREW,TRE,694.9819646586291,,,0.0
SWITCH,,SPPS_to_TREW,2040,full-base-200-tx-50,MW,237836.0,,SPPS,TREW,594.5912331781975,,,400.0
SWITCH,,SPPC_to_SPPS,2040,full-base-200-tx-50,MW,213311.0,,SPPC,SPPS,455.0277413171593,,,468.7876900000001
SWITCH,,MISS_to_SPPC,2040,full-base-200-tx-50,MW,505724.0,,MISS,SPPC,1264.309793619994,,,400.0
SWITCH,,SPPC_to_SPPN,2040,full-base-200-tx-50,MW,187014.0,,SPPC,SPPN,261.19343417595013,,,716.0
SWITCH,,MISW_to_SPPC,2040,full-base-200-tx-50,MW,0.0,,MISW,SPPC,1195.0293103479462,,,1e-05
SWITCH,,FRCC_to_SRSE,2040,full-base-200-tx-50,MW,0.0,,FRCC,SRSE,930.705776696937,,,0.0
SWITCH,,SPPS_to_TRE,2040,full-base-200-tx-50,MW,200522.0,,SPPS,TRE,501.3042951289656,,,400.0
SWITCH,,PJMW_to_SRCA,2040,full-base-200-tx-50,MW,0.0,,PJMW,SRCA,900.2912298442393,,,0.0
SWITCH,,SRCA_to_SRCE,2040,full-base-200-tx-50,MW,0.0,,SRCA,SRCE,1047.313910703395,,,0.0
SWITCH,,PJMD_to_SRCA,2040,full-base-200-tx-50,MW,262627.0,,PJMD,SRCA,525.2547915890101,,,500.0
SWITCH,,SRSE_to_SRCA,2040,full-base-200-tx-50,MW,0.0,,SRSE,SRCA,750.9564568673488,,,0.0
SWITCH,,NYCW_to_NYUP,2040,full-base-200-tx-50,MW,396876.0,,NYCW,NYUP,319.03239545042265,,,1244.0
SWITCH,,PJMW_to_SRCE,2040,full-base-200-tx-50,MW,0.0,,PJMW,SRCE,542.940224506259,,,0.0
SWITCH,,PJMD_to_PJMW,2040,full-base-200-tx-50,MW,584557.0,,PJMD,PJMW,493.7545177764829,,,1183.9023399999996
SWITCH,,BASN_to_RMRG,2040,full-base-200-tx-50,MW,1248705.0,,BASN,RMRG,1478.968739910536,,,844.3078900000005
SWITCH,,BASN_to_CASO,2040,full-base-200-tx-50,MW,0.0,,BASN,CASO,1052.8154002870249,,,0.0
SWITCH,,NWPP_to_BASN,2040,full-base-200-tx-50,MW,0.0,,NWPP,BASN,2143.6820330805017,,,0.0
SWITCH,,SRSG_to_BASN,2040,full-base-200-tx-50,MW,0.0,,SRSG,BASN,1196.8856954277987,,,0.0
SWITCH,,MISS_to_SRCE,2040,full-base-200-tx-50,MW,0.0,,MISS,SRCE,910.5740119711644,,,0.0
SWITCH,,SRCE_to_SRSE,2040,full-base-200-tx-50,MW,43473.0,,SRCE,SRSE,808.9930595294763,,,53.73756000000003
SWITCH,,MISS_to_SPPS,2040,full-base-200-tx-50,MW,918757.0,,MISS,SPPS,1083.4402589451677,,,848.0
SWITCH,,SPPS_to_SRSG,2040,full-base-200-tx-50,MW,772979.0,,SPPS,SRSG,1530.6511537017682,,,505.0
SWITCH,,SPPN_to_SPPS,2040,full-base-200-tx-50,MW,271770.0,,SPPN,SPPS,679.4249275747745,,,400.0
SWITCH,,NWPP_to_RMRG,2040,full-base-200-tx-50,MW,102557.0,,NWPP,RMRG,256.39318164425606,,,400.0
SWITCH,,RMRG_to_SRSG,2040,full-base-200-tx-50,MW,580776.0,,RMRG,SRSG,1451.9389962866967,,,400.0
SWITCH,,MISS_to_SRSE,2040,full-base-200-tx-50,MW,160310.0,,MISS,SRSE,825.7437764420143,,,194.14011000000005
SWITCH,,CASO_to_NWPP,2040,full-base-200-tx-50,MW,0.0,,CASO,NWPP,1859.1210098249192,,,0.0
SWITCH,,CASO_to_SRSG,2040,full-base-200-tx-50,MW,0.0,,CASO,SRSG,670.4280089248628,,,0.0
SWITCH,,MISW_to_SPPN,2040,full-base-200-tx-50,MW,0.0,,MISW,SPPN,1014.1486283848258,,,0.0
SWITCH,,NWPP_to_SPPN,2040,full-base-200-tx-50,MW,1151174.0,,NWPP,SPPN,2877.9361274282305,,,400.0
SWITCH,,MISW_to_NWPP,2040,full-base-200-tx-50,MW,0.0,,MISW,NWPP,14040.700523946523,,,0.0
SWITCH,,RMRG_to_SPPN,2040,full-base-200-tx-50,MW,312229.0,,RMRG,SPPN,780.5713741841813,,,400.0
SWITCH,,RMRG_to_SPPC,2040,full-base-200-tx-50,MW,374651.0,,RMRG,SPPC,936.6269837220768,,,400.0
SWITCH,,SRSG_to_TRE,2040,full-base-200-tx-50,MW,676895.0,,SRSG,TRE,1692.23667175099,,,400.0
SWITCH,,MISC_to_PJMC,2045,full-base-200-tx-50,MW,0.0,,MISC,PJMC,626.2046711986147,,,0.0
SWITCH,,PJMC_to_PJMW,2045,full-base-200-tx-50,MW,237627.0,,PJMC,PJMW,484.9526117173539,,,489.9999899999998
SWITCH,,MISW_to_PJMC,2045,full-base-200-tx-50,MW,622200.0,,MISW,PJMC,577.3769837220765,,,1077.6313
SWITCH,,NYUP_to_PJME,2045,full-base-200-tx-50,MW,198835.0,,NYUP,PJME,316.61636032760543,,,628.0
SWITCH,,PJME_to_PJMW,2045,full-base-200-tx-50,MW,937961.0,,PJME,PJMW,482.9870637110515,,,1942.0
SWITCH,,NYCW_to_PJME,2045,full-base-200-tx-50,MW,32408.0,,NYCW,PJME,81.02077938846139,,,400.0
SWITCH,,PJMD_to_PJME,2045,full-base-200-tx-50,MW,83559.0,,PJMD,PJME,139.26433395480618,,,600.0000000000005
SWITCH,,MISC_to_MISE,2045,full-base-200-tx-50,MW,397354.0,,MISC,MISE,993.3851724175372,,,399.99999
SWITCH,,PJMW_to_MISE,2045,full-base-200-tx-50,MW,0.0,,PJMW,MISE,672.2944948093907,,,0.0
SWITCH,,MISE_to_MISW,2045,full-base-200-tx-50,MW,269783.0,,MISE,MISW,1338.0895372438338,,,201.61805000000004
SWITCH,,ISNE_to_NYUP,2045,full-base-200-tx-50,MW,295689.0,,ISNE,NYUP,422.4133412443229,,,699.9999900000003
SWITCH,,ISNE_to_NYCW,2045,full-base-200-tx-50,MW,83505.0,,ISNE,NYCW,208.76319678780865,,,400.0
SWITCH,,MISC_to_SPPC,2045,full-base-200-tx-50,MW,497694.0,,MISC,SPPC,696.0754685319118,,,715.0
SWITCH,,MISC_to_PJMW,2045,full-base-200-tx-50,MW,572113.0,,MISC,PJMW,636.7767278564246,,,898.4507899999999
SWITCH,,MISC_to_SRCE,2045,full-base-200-tx-50,MW,0.0,,MISC,SRCE,807.5788459671032,,,0.0
SWITCH,,MISC_to_SPPS,2045,full-base-200-tx-50,MW,682280.0,,MISC,SPPS,1164.3004320004338,,,586.0
SWITCH,,MISS_to_MISC,2045,full-base-200-tx-50,MW,0.0,,MISS,MISC,1432.2313664952487,,,0.0
SWITCH,,MISC_to_SPPN,2045,full-base-200-tx-50,MW,367689.0,,MISC,SPPN,919.2234841721058,,,399.99999
SWITCH,,MISW_to_MISC,2045,full-base-200-tx-50,MW,0.0,,MISW,MISC,1370.4981771620598,,,0.0
SWITCH,,BASN_to_CANO,2045,full-base-200-tx-50,MW,0.0,,BASN,CANO,1613.3847128003597,,,0.0
SWITCH,,CANO_to_CASO,2045,full-base-200-tx-50,MW,0.0,,CANO,CASO,678.496525078502,,,0.0
SWITCH,,CANO_to_NWPP,2045,full-base-200-tx-50,MW,0.0,,CANO,NWPP,1302.6110658309303,,,0.0
SWITCH,,TREW_to_TRE,2045,full-base-200-tx-50,MW,0.0,,TREW,TRE,694.9819646586291,,,0.0
SWITCH,,SPPS_to_TREW,2045,full-base-200-tx-50,MW,237836.0,,SPPS,TREW,594.5912331781975,,,400.0
SWITCH,,SPPC_to_SPPS,2045,full-base-200-tx-50,MW,175888.0,,SPPC,SPPS,455.0277413171593,,,386.5441099999998
SWITCH,,MISS_to_SPPC,2045,full-base-200-tx-50,MW,505724.0,,MISS,SPPC,1264.309793619994,,,400.0
SWITCH,,SPPC_to_SPPN,2045,full-base-200-tx-50,MW,187014.0,,SPPC,SPPN,261.19343417595013,,,716.0
SWITCH,,MISW_to_SPPC,2045,full-base-200-tx-50,MW,0.0,,MISW,SPPC,1195.0293103479462,,,8e-05
SWITCH,,FRCC_to_SRSE,2045,full-base-200-tx-50,MW,0.0,,FRCC,SRSE,930.705776696937,,,0.0
SWITCH,,SPPS_to_TRE,2045,full-base-200-tx-50,MW,200522.0,,SPPS,TRE,501.3042951289656,,,399.9999999999998
SWITCH,,PJMW_to_SRCA,2045,full-base-200-tx-50,MW,0.0,,PJMW,SRCA,900.2912298442393,,,0.0
SWITCH,,SRCA_to_SRCE,2045,full-base-200-tx-50,MW,0.0,,SRCA,SRCE,1047.313910703395,,,0.0
SWITCH,,PJMD_to_SRCA,2045,full-base-200-tx-50,MW,262627.0,,PJMD,SRCA,525.2547915890101,,,500.0
SWITCH,,SRSE_to_SRCA,2045,full-base-200-tx-50,MW,0.0,,SRSE,SRCA,750.9564568673488,,,0.0
SWITCH,,NYCW_to_NYUP,2045,full-base-200-tx-50,MW,396876.0,,NYCW,NYUP,319.03239545042265,,,1244.0
SWITCH,,PJMW_to_SRCE,2045,full-base-200-tx-50,MW,0.0,,PJMW,SRCE,542.940224506259,,,0.0
SWITCH,,PJMD_to_PJMW,2045,full-base-200-tx-50,MW,888033.0,,PJMD,PJMW,493.7545177764829,,,1798.53046
SWITCH,,BASN_to_RMRG,2045,full-base-200-tx-50,MW,996966.0,,BASN,RMRG,1478.968739910536,,,674.0951499999992
SWITCH,,BASN_to_CASO,2045,full-base-200-tx-50,MW,0.0,,BASN,CASO,1052.8154002870249,,,0.0
SWITCH,,NWPP_to_BASN,2045,full-base-200-tx-50,MW,0.0,,NWPP,BASN,2143.6820330805017,,,0.0
SWITCH,,SRSG_to_BASN,2045,full-base-200-tx-50,MW,0.0,,SRSG,BASN,1196.8856954277987,,,0.0
SWITCH,,MISS_to_SRCE,2045,full-base-200-tx-50,MW,0.0,,MISS,SRCE,910.5740119711644,,,0.0
SWITCH,,SRCE_to_SRSE,2045,full-base-200-tx-50,MW,499196.0,,SRCE,SRSE,808.9930595294763,,,617.0585499999997
SWITCH,,MISS_to_SPPS,2045,full-base-200-tx-50,MW,918757.0,,MISS,SPPS,1083.4402589451677,,,848.0
SWITCH,,SPPS_to_SRSG,2045,full-base-200-tx-50,MW,772979.0,,SPPS,SRSG,1530.6511537017682,,,505.0
SWITCH,,SPPN_to_SPPS,2045,full-base-200-tx-50,MW,271770.0,,SPPN,SPPS,679.4249275747745,,,400.0
SWITCH,,NWPP_to_RMRG,2045,full-base-200-tx-50,MW,102557.0,,NWPP,RMRG,256.39318164425606,,,400.0
SWITCH,,RMRG_to_SRSG,2045,full-base-200-tx-50,MW,580776.0,,RMRG,SRSG,1451.9389962866967,,,400.0
SWITCH,,MISS_to_SRSE,2045,full-base-200-tx-50,MW,1549.0,,MISS,SRSE,825.7437764420143,,,1.8754300000000512
SWITCH,,CASO_to_NWPP,2045,full-base-200-tx-50,MW,0.0,,CASO,NWPP,1859.1210098249192,,,0.0
SWITCH,,CASO_to_SRSG,2045,full-base-200-tx-50,MW,0.0,,CASO,SRSG,670.4280089248628,,,0.0
SWITCH,,MISW_to_SPPN,2045,full-base-200-tx-50,MW,0.0,,MISW,SPPN,1014.1486283848258,,,0.0
SWITCH,,NWPP_to_SPPN,2045,full-base-200-tx-50,MW,1151174.0,,NWPP,SPPN,2877.9361274282305,,,400.0
SWITCH,,MISW_to_NWPP,2045,full-base-200-tx-50,MW,5535715.0,,MISW,NWPP,14040.700523946523,,,394.26202
SWITCH,,RMRG_to_SPPN,2045,full-base-200-tx-50,MW,312229.0,,RMRG,SPPN,780.5713741841813,,,400.0
SWITCH,,RMRG_to_SPPC,2045,full-base-200-tx-50,MW,374651.0,,RMRG,SPPC,936.6269837220768,,,400.0
SWITCH,,SRSG_to_TRE,2045,full-base-200-tx-50,MW,676895.0,,SRSG,TRE,1692.23667175099,,,400.0
SWITCH,,MISC_to_PJMC,2050,full-base-200-tx-50,MW,0.0,,MISC,PJMC,626.2046711986147,,,0.0
SWITCH,,PJMC_to_PJMW,2050,full-base-200-tx-50,MW,237627.0,,PJMC,PJMW,484.9526117173539,,,489.99999000000025
SWITCH,,MISW_to_PJMC,2050,full-base-200-tx-50,MW,0.0,,MISW,PJMC,577.3769837220765,,,9.999999747378752e-06
SWITCH,,NYUP_to_PJME,2050,full-base-200-tx-50,MW,198835.0,,NYUP,PJME,316.61636032760543,,,627.9999900000003
SWITCH,,PJME_to_PJMW,2050,full-base-200-tx-50,MW,937961.0,,PJME,PJMW,482.9870637110515,,,1941.9999900000005
SWITCH,,NYCW_to_PJME,2050,full-base-200-tx-50,MW,32408.0,,NYCW,PJME,81.02077938846139,,,399.9999899999998
SWITCH,,PJMD_to_PJME,2050,full-base-200-tx-50,MW,83559.0,,PJMD,PJME,139.26433395480618,,,600.0
SWITCH,,MISC_to_MISE,2050,full-base-200-tx-50,MW,0.0,,MISC,MISE,993.3851724175372,,,0.0
SWITCH,,PJMW_to_MISE,2050,full-base-200-tx-50,MW,0.0,,PJMW,MISE,672.2944948093907,,,0.0
SWITCH,,MISE_to_MISW,2050,full-base-200-tx-50,MW,0.0,,MISE,MISW,1338.0895372438338,,,0.0
SWITCH,,ISNE_to_NYUP,2050,full-base-200-tx-50,MW,295689.0,,ISNE,NYUP,422.4133412443229,,,699.9998799999994
SWITCH,,ISNE_to_NYCW,2050,full-base-200-tx-50,MW,83505.0,,ISNE,NYCW,208.76319678780865,,,399.9999899999998
SWITCH,,MISC_to_SPPC,2050,full-base-200-tx-50,MW,497694.0,,MISC,SPPC,696.0754685319118,,,714.9999799999996
SWITCH,,MISC_to_PJMW,2050,full-base-200-tx-50,MW,273444.0,,MISC,PJMW,636.7767278564246,,,429.4191100000007
SWITCH,,MISC_to_SRCE,2050,full-base-200-tx-50,MW,0.0,,MISC,SRCE,807.5788459671032,,,0.0
SWITCH,,MISC_to_SPPS,2050,full-base-200-tx-50,MW,682280.0,,MISC,SPPS,1164.3004320004338,,,585.99998
SWITCH,,MISS_to_MISC,2050,full-base-200-tx-50,MW,0.0,,MISS,MISC,1432.2313664952487,,,0.0
SWITCH,,MISC_to_SPPN,2050,full-base-200-tx-50,MW,367689.0,,MISC,SPPN,919.2234841721058,,,399.9999700000001
SWITCH,,MISW_to_MISC,2050,full-base-200-tx-50,MW,0.0,,MISW,MISC,1370.4981771620598,,,0.0
SWITCH,,BASN_to_CANO,2050,full-base-200-tx-50,MW,0.0,,BASN,CANO,1613.3847128003597,,,0.0
SWITCH,,CANO_to_CASO,2050,full-base-200-tx-50,MW,0.0,,CANO,CASO,678.496525078502,,,0.0
SWITCH,,CANO_to_NWPP,2050,full-base-200-tx-50,MW,233712.0,,CANO,NWPP,1302.6110658309303,,,179.41798999999992
SWITCH,,TREW_to_TRE,2050,full-base-200-tx-50,MW,0.0,,TREW,TRE,694.9819646586291,,,0.0
SWITCH,,SPPS_to_TREW,2050,full-base-200-tx-50,MW,237836.0,,SPPS,TREW,594.5912331781975,,,400.0
SWITCH,,SPPC_to_SPPS,2050,full-base-200-tx-50,MW,0.0,,SPPC,SPPS,455.0277413171593,,,9.999999747378752e-06
SWITCH,,MISS_to_SPPC,2050,full-base-200-tx-50,MW,505724.0,,MISS,SPPC,1264.309793619994,,,399.99999
SWITCH,,SPPC_to_SPPN,2050,full-base-200-tx-50,MW,0.0,,SPPC,SPPN,261.19343417595013,,,0.0
SWITCH,,MISW_to_SPPC,2050,full-base-200-tx-50,MW,0.0,,MISW,SPPC,1195.0293103479462,,,0.0002399999999999
SWITCH,,FRCC_to_SRSE,2050,full-base-200-tx-50,MW,0.0,,FRCC,SRSE,930.705776696937,,,0.0
SWITCH,,SPPS_to_TRE,2050,full-base-200-tx-50,MW,200522.0,,SPPS,TRE,501.3042951289656,,,399.99999000000025
SWITCH,,PJMW_to_SRCA,2050,full-base-200-tx-50,MW,0.0,,PJMW,SRCA,900.2912298442393,,,0.0
SWITCH,,SRCA_to_SRCE,2050,full-base-200-tx-50,MW,0.0,,SRCA,SRCE,1047.313910703395,,,0.0
SWITCH,,PJMD_to_SRCA,2050,full-base-200-tx-50,MW,262627.0,,PJMD,SRCA,525.2547915890101,,,499.9999600000001
SWITCH,,SRSE_to_SRCA,2050,full-base-200-tx-50,MW,0.0,,SRSE,SRCA,750.9564568673488,,,0.0
SWITCH,,NYCW_to_NYUP,2050,full-base-200-tx-50,MW,396876.0,,NYCW,NYUP,319.03239545042265,,,1243.9999899999991
SWITCH,,PJMW_to_SRCE,2050,full-base-200-tx-50,MW,390296.0,,PJMW,SRCE,542.940224506259,,,718.8559599999999
SWITCH,,PJMD_to_PJMW,2050,full-base-200-tx-50,MW,189838.0,,PJMD,PJMW,493.7545177764829,,,384.4786500000009
